city,cnty,id,lat,lon,prov
南子岛,中国,CN101310230,11.26,114.20,海南
北京,中国,CN101010100,39.904000,116.391000,直辖市
海淀,中国,CN101010200,39.590000,116.170000,直辖市
朝阳,中国,CN101010300,39.570000,116.290000,直辖市
顺义,中国,CN101010400,40.147000,116.716000,直辖市
怀柔,中国,CN101010500,40.643000,116.581000,直辖市
通州,中国,CN101010600,39.550000,116.380000,直辖市
昌平,中国,CN101010700,40.206000,116.165000,直辖市
木兰,中国,CN101050113,46.252000,127.911000,黑龙江
齐齐哈尔,中国,CN101050201,47.343000,123.964000,黑龙江
讷河,中国,CN101050202,48.438000,125.145000,黑龙江
龙江,中国,CN101050203,47.197000,122.992000,黑龙江
甘南,中国,CN101050204,48.060000,123.687000,黑龙江
富裕,中国,CN101050205,47.480000,124.290000,黑龙江
依安,中国,CN101050206,47.540000,125.180000,黑龙江
拜泉,中国,CN101050207,47.588000,126.028000,黑龙江
克山,中国,CN101050208,48.204000,125.659000,黑龙江
克东,中国,CN101050209,47.997000,126.334000,黑龙江
泰来,中国,CN101050210,46.676000,123.496000,黑龙江
牡丹江,中国,CN101050301,44.579000,129.611000,黑龙江
海林,中国,CN101050302,44.908000,129.088000,黑龙江
穆棱,中国,CN101050303,44.475000,130.356000,黑龙江
林口,中国,CN101050304,45.315000,130.031000,黑龙江
绥芬河,中国,CN101050305,44.414000,131.081000,黑龙江
宁安,中国,CN101050306,44.200000,129.280000,黑龙江
东宁,中国,CN101050307,44.124000,130.813000,黑龙江
佳木斯,中国,CN101050401,46.796000,130.364000,黑龙江
汤原,中国,CN101050402,46.937000,130.237000,黑龙江
抚远,中国,CN101050403,47.938000,134.380000,黑龙江
桦川,中国,CN101050404,46.880000,130.667000,黑龙江
桦南,中国,CN101050405,46.283000,130.595000,黑龙江
同江,中国,CN101050406,47.390000,132.300000,黑龙江
富锦,中国,CN101050407,47.190000,132.433000,黑龙江
绥化,中国,CN101050501,46.632000,126.991000,黑龙江
肇东,中国,CN101050502,45.965000,125.839000,黑龙江
安达,中国,CN101050503,46.520000,125.393000,黑龙江
海伦,中国,CN101050504,47.416000,126.987000,黑龙江
明水,中国,CN101050505,47.198000,125.865000,黑龙江
望奎,中国,CN101050506,46.837000,126.575000,黑龙江
兰西,中国,CN101050507,46.150000,126.160000,黑龙江
青冈,中国,CN101050508,46.799000,125.844000,黑龙江
庆安,中国,CN101050509,46.530000,127.290000,黑龙江
绥棱,中国,CN101050510,47.571000,127.656000,黑龙江
黑河,中国,CN101050601,50.246000,127.488000,黑龙江
嫩江,中国,CN101050602,49.852000,125.782000,黑龙江
孙吴,中国,CN101050603,49.333000,127.334000,黑龙江
逊克,中国,CN101050604,49.350000,128.280000,黑龙江
五大连池,中国,CN101050605,48.725000,126.203000,黑龙江
北安,中国,CN101050606,48.170000,126.310000,黑龙江
大兴安岭,中国,CN101050701,51.898000,124.815000,黑龙江
塔河,中国,CN101050702,52.749000,124.569000,黑龙江
漠河,中国,CN101050703,52.903000,122.731000,黑龙江
呼玛,中国,CN101050704,51.898000,124.815000,黑龙江
呼中,中国,CN101050705,52.030000,123.400000,黑龙江
新林,中国,CN101050706,51.420000,124.200000,黑龙江
加格达奇,中国,CN101050708,50.400000,124.120000,黑龙江
伊春,中国,CN101050801,47.005000,128.283000,黑龙江
乌伊岭,中国,CN101050802,48.340000,129.260000,黑龙江
五营,中国,CN101050803,48.070000,129.150000,黑龙江
铁力,中国,CN101050804,46.968000,128.514000,黑龙江
嘉荫,中国,CN101050805,48.787000,129.965000,黑龙江
大庆,中国,CN101050901,46.593000,125.016000,黑龙江
林甸,中国,CN101050902,47.148000,124.818000,黑龙江
肇州,中国,CN101050903,45.899000,125.291000,黑龙江
肇源,中国,CN101050904,45.300000,125.050000,黑龙江
杜尔伯特,中国,CN101050905,46.830000,124.420000,黑龙江
七台河,中国,CN101051002,45.955000,130.855000,黑龙江
勃利,中国,CN101051003,45.750000,130.580000,黑龙江
鸡西,中国,CN101051101,45.282000,130.970000,黑龙江
虎林,中国,CN101051102,45.999000,133.042000,黑龙江
密山,中国,CN101051103,45.467000,132.190000,黑龙江
鸡东,中国,CN101051104,45.269000,131.182000,黑龙江
鹤岗,中国,CN101051201,47.326000,130.279000,黑龙江
绥滨,中国,CN101051202,47.459000,131.821000,黑龙江
萝北,中国,CN101051203,47.778000,130.853000,黑龙江
双鸭山,中国,CN101051301,46.629000,131.147000,黑龙江
集贤,中国,CN101051302,46.823000,131.145000,黑龙江
宝清,中国,CN101051303,46.342000,132.373000,黑龙江
饶河,中国,CN101051304,46.480000,134,黑龙江
友谊,中国,CN101051305,46.782000,131.800000,黑龙江
长春,中国,CN101060101,43.871000,125.324000,吉林
农安,中国,CN101060102,44.250000,125.100000,吉林
德惠,中国,CN101060103,43.758000,125.312000,吉林
九台,中国,CN101060104,44.184000,125.960000,吉林
榆树,中国,CN101060105,44.500000,126.320000,吉林
双阳,中国,CN101060106,43.600000,125.726000,吉林
吉林,中国,CN101060201,43.850000,126.567000,吉林
舒兰,中国,CN101060202,44.300000,127.077000,吉林
永吉,中国,CN101060203,43.420000,126.310000,吉林
蛟河,中国,CN101060204,43.681000,127.332000,吉林
磐石,中国,CN101060205,43.061000,126.156000,吉林
桦甸,中国,CN101060206,43.024000,127.001000,吉林
延吉,中国,CN101060301,42.907000,129.512000,吉林
敦化,中国,CN101060302,43.607000,128.340000,吉林
安图,中国,CN101060303,42.706000,128.490000,吉林
汪清,中国,CN101060304,43.580000,130.006000,吉林
和龙,中国,CN101060305,42.474000,128.894000,吉林
龙井,中国,CN101060307,42.886000,129.371000,吉林
珲春,中国,CN101060308,42.540000,130.170000,吉林
图们,中国,CN101060309,43.005000,129.762000,吉林
四平,中国,CN101060401,43.161000,124.365000,吉林
双辽,中国,CN101060402,43.732000,123.697000,吉林
梨树,中国,CN101060403,43.296000,124.321000,吉林
公主岭,中国,CN101060404,43.655000,124.978000,吉林
伊通,中国,CN101060405,43.210000,125.170000,吉林
通化,中国,CN101060501,41.721000,125.929000,吉林
梅河,中国,CN101060502,42.577000,125.851000,吉林
柳河,中国,CN101060503,42.236000,125.942000,吉林
胶州,中国,CN101120205,36.252000,119.925000,山东
黄岛,中国,CN101120206,35.863000,119.907000,山东
莱西,中国,CN101120207,36.855000,120.435000,山东
平度,中国,CN101120208,36.764000,119.919000,山东
淄博,中国,CN101120301,36.788000,118.050000,山东
淄川,中国,CN101120302,36.380000,117.570000,山东
博山,中国,CN101120303,36.310000,117.500000,山东
高青,中国,CN101120304,37.184000,117.808000,山东
周村,中国,CN101120305,36.490000,117.520000,山东
沂源,中国,CN101120306,36.160000,118.169000,山东
桓台,中国,CN101120307,36.979000,118.006000,山东
临淄,中国,CN101120308,36.500000,118.200000,山东
德州,中国,CN101120401,37.446000,116.279000,山东
武城,中国,CN101120402,37.213000,116.075000,山东
临邑,中国,CN101120403,37.110000,116.520000,山东
陵县,中国,CN101120404,37.200000,116.340000,山东
齐河,中国,CN101120405,36.715000,116.728000,山东
乐陵,中国,CN101120406,37.659000,117.134000,山东
庆云,中国,CN101120407,37.829000,117.450000,山东
平原,中国,CN101120408,37.090000,116.260000,山东
宁津,中国,CN101120409,37.602000,115.008000,山东
夏津,中国,CN101120410,36.550000,115.570000,山东
禹城,中国,CN101120411,36.560000,116.380000,山东
烟台,中国,CN101120501,37.543000,121.360000,山东
莱州,中国,CN101120502,37.231000,119.926000,山东
长岛,中国,CN101120503,37.923000,120.739000,山东
蓬莱,中国,CN101120504,37.624000,120.864000,山东
龙口,中国,CN101120505,37.609000,120.481000,山东
招远,中国,CN101120506,37.210000,120.230000,山东
栖霞,中国,CN101120507,37.180000,120.490000,山东
福山,中国,CN101120508,37.498000,121.268000,山东
牟平,中国,CN101120509,37.230000,121.350000,山东
莱阳,中国,CN101120510,36.871000,120.744000,山东
海阳,中国,CN101120511,36.878000,121.149000,山东
潍坊,中国,CN101120601,36.707000,119.094000,山东
青州,中国,CN101120602,36.674000,118.472000,山东
寿光,中国,CN101120603,37.015000,118.851000,山东
临朐,中国,CN101120604,36.341000,118.528000,山东
昌乐,中国,CN101120605,36.547000,118.948000,山东
昌邑,中国,CN101120606,36.779000,119.426000,山东
安丘,中国,CN101120607,36.362000,119.101000,山东
高密,中国,CN101120608,36.419000,119.719000,山东
诸城,中国,CN101120609,35.590000,119.250000,山东
济宁,中国,CN101120701,35.399000,116.580000,山东
嘉祥,中国,CN101120702,35.416000,116.306000,山东
微山,中国,CN101120703,34.896000,116.994000,山东
鱼台,中国,CN101120704,35.037000,116.601000,山东
兖州,中国,CN101120705,35.563000,116.739000,山东
金乡,中国,CN101120706,35.045000,116.300000,山东
汶上,中国,CN101120707,35.728000,116.490000,山东
泗水,中国,CN101120708,35.632000,117.342000,山东
梁山,中国,CN101120709,35.799000,116.104000,山东
曲阜,中国,CN101120710,35.631000,117.043000,山东
邹城,中国,CN101120711,35.250000,117,山东
泰安,中国,CN101120801,36.181000,117.128000,山东
新泰,中国,CN101120802,35.540000,117.440000,山东
肥城,中国,CN101120804,36.101000,116.731000,山东
东平,中国,CN101120805,35.974000,116.350000,山东
宁阳,中国,CN101120806,35.821000,116.952000,山东
临沂,中国,CN101120901,35.057000,118.336000,山东
莒南,中国,CN101120902,35.207000,118.875000,山东
沂南,中国,CN101120903,35.547000,118.425000,山东
兰陵,中国,CN101120904,34.540000,118.060000,山东
临沭,中国,CN101120905,34.896000,118.645000,山东
郯城,中国,CN101120906,34.660000,118.297000,山东
蒙阴,中国,CN101120907,35.737000,117.993000,山东
平邑,中国,CN101120908,36.205000,116.402000,山东
费县,中国,CN101120909,35.150000,117.570000,山东
沂水,中国,CN101120910,35.903000,118.620000,山东
菏泽,中国,CN101121001,35.240000,115.436000,山东
鄄城,中国,CN101121002,35.565000,115.518000,山东
郓城,中国,CN101121003,35.360000,115.550000,山东
东明,中国,CN101121004,35.202000,115.029000,山东
定陶,中国,CN101121005,35.109000,115.561000,山东
巨野,中国,CN101121006,35.304000,116.002000,山东
曹县,中国,CN101121007,34.490000,115.330000,山东
成武,中国,CN101121008,34.990000,115.956000,山东
单县,中国,CN101121009,34.480000,116.040000,山东
滨州,中国,CN101121101,37.369000,118.009000,山东
博兴,中国,CN101121102,37.175000,118.214000,山东
无棣,中国,CN101121103,37.949000,117.785000,山东
阳信,中国,CN101121104,37.390000,117.340000,山东
惠民,中国,CN101121105,37.338000,117.556000,山东
沾化,中国,CN101121106,37.825000,118.046000,山东
邹平,中国,CN101121107,36.914000,117.633000,山东
东营,中国,CN101121201,37.455000,118.472000,山东
河口,中国,CN101121202,37.530000,118.320000,山东
垦利,中国,CN101121203,37.591000,118.658000,山东
利津,中国,CN101121204,37.628000,118.418000,山东
广饶,中国,CN101121205,37.137000,118.603000,山东
威海,中国,CN101121301,37.498000,122.115000,山东
文登,中国,CN101121302,37.185000,122.018000,山东
荣成,中国,CN101121303,37.100000,122.230000,山东
乳山,中国,CN101121304,36.937000,121.516000,山东
成山头,中国,CN101121305,37.240000,122.410000,山东
石岛,中国,CN101121306,36.520000,122.260000,山东
枣庄,中国,CN101121401,34.867000,117.552000,山东
薛城,中国,CN101121402,34.470000,117.150000,山东
峄城,中国,CN101121403,34.772000,117.591000,山东
台儿庄,中国,CN101121404,34.340000,117.440000,山东
泾县,中国,CN101221402,30.410000,118.240000,安徽
旌德,中国,CN101221403,30.308000,118.496000,安徽
宁国,中国,CN101221404,30.534000,119.012000,安徽
绩溪,中国,CN101221405,30.050000,118.350000,安徽
广德,中国,CN101221406,30.901000,119.349000,安徽
郎溪,中国,CN101221407,31.060000,119.184000,安徽
六安,中国,CN101221501,31.741000,116.483000,安徽
霍邱,中国,CN101221502,32.178000,116.188000,安徽
寿县,中国,CN101221503,32.330000,116.470000,安徽
金寨,中国,CN101221505,31.463000,115.775000,安徽
霍山,中国,CN101221506,31.280000,116.209000,安徽
舒城,中国,CN101221507,31.292000,116.829000,安徽
巢湖,中国,CN101220105,31.600000,117.859000,安徽
庐江,中国,CN101220106,31.267000,117.302000,安徽
无为,中国,CN101220305,31.190000,117.540000,安徽
含山,中国,CN101220503,31.652000,118.046000,安徽
和县,中国,CN101220504,31.440000,118.220000,安徽
池州,中国,CN101221701,30.648000,117.485000,安徽
东至,中国,CN101221702,30.032000,116.972000,安徽
青阳,中国,CN101221703,30.380000,117.520000,安徽
九华,中国,CN101221704,30.290000,117.470000,安徽
石台,中国,CN101221705,30.196000,117.594000,安徽
武汉,中国,CN101200101,30.573000,114.279000,湖北
蔡甸,中国,CN101200102,30.350000,114,湖北
黄陂,中国,CN101200103,30.520000,114.240000,湖北
新洲,中国,CN101200104,30.510000,114.480000,湖北
江夏,中国,CN101200105,30.210000,114.190000,湖北
东西湖,中国,CN101200106,30.631000,114.129000,湖北
襄阳,中国,CN101200201,32.082000,112.096000,湖北
襄州,中国,CN101200202,32.180000,112.150000,湖北
保康,中国,CN101200203,31.736000,111.150000,湖北
南漳,中国,CN101200204,31.626000,111.777000,湖北
宜城,中国,CN101200205,31.430000,112.140000,湖北
老河口,中国,CN101200206,32.406000,111.755000,湖北
谷城,中国,CN101200207,32.160000,111.380000,湖北
枣阳,中国,CN101200208,32.032000,112.787000,湖北
鄂州,中国,CN101200301,30.411000,114.858000,湖北
梁子湖,中国,CN101200302,30.085000,114.665000,湖北
孝感,中国,CN101200401,30.919000,113.900000,湖北
安陆,中国,CN101200402,31.267000,113.628000,湖北
云梦,中国,CN101200403,30.988000,113.754000,湖北
大悟,中国,CN101200404,30.935000,101.155000,湖北
应城,中国,CN101200405,30.933000,113.547000,湖北
汉川,中国,CN101200406,30.618000,113.663000,湖北
孝昌,中国,CN101200407,31.234000,113.936000,湖北
黄冈,中国,CN101200501,30.270000,114.530000,湖北
红安,中国,CN101200502,31.170000,114.370000,湖北
麻城,中国,CN101200503,31.234000,115.073000,湖北
罗田,中国,CN101200504,30.930000,115.436000,湖北
英山,中国,CN101200505,30.440000,115.400000,湖北
浠水,中国,CN101200506,30.270000,115.150000,湖北
蕲春,中国,CN101200507,30.335000,115.572000,湖北
黄梅,中国,CN101200508,30.017000,115.925000,湖北
武穴,中国,CN101200509,30.017000,115.593000,湖北
团风,中国,CN101200510,30.631000,114.867000,湖北
黄石,中国,CN101200601,30.212000,115.101000,湖北
大冶,中国,CN101200602,30.093000,114.885000,湖北
阳新,中国,CN101200603,29.510000,115.120000,湖北
铁山,中国,CN101200604,30.207000,114.895000,湖北
下陆,中国,CN101200605,30.176000,114.952000,湖北
西塞山,中国,CN101200606,30.198000,115.112000,湖北
咸宁,中国,CN101200701,29.873000,114.271000,湖北
赤壁,中国,CN101200702,29.430000,113.530000,湖北
嘉鱼,中国,CN101200703,30.044000,114.072000,湖北
崇阳,中国,CN101200704,29.446000,114.034000,湖北
通城,中国,CN101200705,29.150000,113.480000,湖北
通山,中国,CN101200706,29.360000,114.300000,湖北
荆州,中国,CN101200801,30.200000,112.110000,湖北
江陵,中国,CN101200802,30.292000,112.443000,湖北
公安,中国,CN101200803,30.040000,112.130000,湖北
石首,中国,CN101200804,29.726000,112.516000,湖北
监利,中国,CN101200805,29.814000,112.955000,湖北
洪湖,中国,CN101200806,29.924000,113.606000,湖北
松滋,中国,CN101200807,30.135000,111.646000,湖北
沙市,中国,CN101201406,30.287000,112.310000,湖北
宜昌,中国,CN101200901,30.708000,111.281000,湖北
远安,中国,CN101200902,31.040000,111.380000,湖北
秭归,中国,CN101200903,30.917000,110.658000,湖北
兴山,中国,CN101200904,31.140000,110.460000,湖北
五峰,中国,CN101200906,30.120000,110.390000,湖北
当阳,中国,CN101200907,30.846000,111.810000,湖北
长阳,中国,CN101200908,30.280000,111.110000,湖北
宜都,中国,CN101200909,30.230000,111.270000,湖北
枝江,中国,CN101200910,30.472000,111.655000,湖北
三峡,中国,CN101200911,30.520000,111.050000,湖北
夷陵,中国,CN101200912,30.460000,111.190000,湖北
恩施,中国,CN101201001,30.275000,109.474000,湖北
利川,中国,CN101201002,30.170000,108.560000,湖北
建始,中国,CN101201003,30.508000,110.010000,湖北
咸丰,中国,CN101201004,29.410000,109.090000,湖北
宣恩,中国,CN101201005,30,109.290000,湖北
鹤峰,中国,CN101201006,29.936000,110.199000,湖北
来凤,中国,CN101201007,29.392000,109.246000,湖北
巴东,中国,CN101201008,30.813000,110.312000,湖北
十堰,中国,CN101201101,32.619000,110.772000,湖北
竹溪,中国,CN101201102,32.190000,109.410000,湖北
郧西,中国,CN101201103,33.032000,110.052000,湖北
郧县,中国,CN101201104,32.510000,110.490000,湖北
竹山,中国,CN101201105,32.068000,110.278000,湖北
房县,中国,CN101201106,32.020000,110.460000,湖北
铜仁,中国,CN101260601,27.718000,109.179000,贵州
江口,中国,CN101260602,27.716000,108.790000,贵州
玉屏,中国,CN101260603,27.140000,108.530000,贵州
万山,中国,CN101260604,27.310000,109.120000,贵州
思南,中国,CN101260605,27.839000,108.166000,贵州
印江,中国,CN101260607,28.010000,108.240000,贵州
石阡,中国,CN101260608,27.503000,108.152000,贵州
沿河,中国,CN101260609,28.340000,108.300000,贵州
德江,中国,CN101260610,28.319000,108.101000,贵州
松桃,中国,CN101260611,28.090000,109.110000,贵州
毕节,中国,CN101260701,27.309000,105.279000,贵州
赫章,中国,CN101260702,27.119000,104.607000,贵州
金沙,中国,CN101260703,27.441000,106.254000,贵州
威宁,中国,CN101260704,26.520000,104.170000,贵州
大方,中国,CN101260705,27.218000,105.700000,贵州
纳雍,中国,CN101260706,26.803000,105.277000,贵州
织金,中国,CN101260707,26.659000,105.760000,贵州
黔西,中国,CN101260708,27.033000,106.020000,贵州
水城,中国,CN101260801,26.350000,104.520000,贵州
六枝,中国,CN101260802,26.140000,105.270000,贵州
盘县,中国,CN101260804,25.470000,104.370000,贵州
兴义,中国,CN101260901,25.050000,104.540000,贵州
晴隆,中国,CN101260902,25.868000,105.215000,贵州
兴仁,中国,CN101260903,25.260000,105.110000,贵州
贞丰,中国,CN101260904,25.415000,105.673000,贵州
望谟,中国,CN101260905,25.262000,106.187000,贵州
安龙,中国,CN101260907,25.150000,105.328000,贵州
册亨,中国,CN101260908,24.968000,105.823000,贵州
普安,中国,CN101260909,25.470000,104.580000,贵州
昆明,中国,CN101290101,25.051000,102.702000,云南
东川,中国,CN101290103,26.154000,103.052000,云南
寻甸,中国,CN101290104,25.330000,103.160000,云南
晋宁,中国,CN101290105,24.601000,102.531000,云南
宜良,中国,CN101290106,24.550000,103.100000,云南
石林,中国,CN101290107,24.440000,103.160000,云南
呈贡,中国,CN101290108,24.858000,102.850000,云南
富民,中国,CN101290109,25.374000,102.568000,云南
嵩明,中国,CN101290110,25.278000,102.998000,云南
禄劝,中国,CN101290111,25.350000,102.260000,云南
安宁,中国,CN101290112,24.817000,102.396000,云南
太华,中国,CN101290113,24.570000,102.370000,云南
大理,中国,CN101290201,25.698000,100.153000,云南
云龙,中国,CN101290202,25.924000,99.315000,云南
漾濞,中国,CN101290203,25.410000,99.570000,云南
永平,中国,CN101290204,25.400000,99.611000,云南
宾川,中国,CN101290205,25.874000,100.626000,云南
弥渡,中国,CN101290206,25.156000,100.559000,云南
祥云,中国,CN101290207,25.290000,100.350000,云南
巍山,中国,CN101290208,25.227000,100.307000,云南
剑川,中国,CN101290209,26.437000,99.767000,云南
洱源,中国,CN101290210,26.119000,99.947000,云南
鹤庆,中国,CN101290211,26.328000,100.264000,云南
南涧,中国,CN101290212,25.030000,100.320000,云南
红河,中国,CN101290301,23.263000,102.220000,云南
石屏,中国,CN101290302,23.706000,102.429000,云南
建水,中国,CN101290303,23.705000,102.889000,云南
弥勒,中国,CN101290304,24.250000,103.437000,云南
元阳,中国,CN101290305,23.100000,102.450000,云南
绿春,中国,CN101290306,23,102.240000,云南
开远,中国,CN101290307,23.420000,103.150000,云南
个旧,中国,CN101290308,23.316000,103.147000,云南
蒙自,中国,CN101290309,23.302000,103.514000,云南
屏边,中国,CN101290310,22.590000,103.410000,云南
泸西,中国,CN101290311,24.320000,103.460000,云南
金平,中国,CN101290312,26.586000,109.106000,云南
河口,中国,CN101290313,22.300000,103.570000,云南
曲靖,中国,CN101290401,25.487000,103.793000,云南
沾益,中国,CN101290402,25.350000,103.500000,云南
陆良,中国,CN101290403,25.038000,103.713000,云南
富源,中国,CN101290404,25.400000,104.150000,云南
马龙,中国,CN101290405,25.378000,103.507000,云南
师宗,中国,CN101290406,24.676000,104.139000,云南
罗平,中国,CN101290407,24.968000,104.327000,云南
会泽,中国,CN101290408,26.431000,103.483000,云南
宣威,中国,CN101290409,26.130000,104.050000,云南
保山,中国,CN101290501,25.118000,99.156000,云南
龙陵,中国,CN101290503,24.483000,98.808000,云南
施甸,中国,CN101290504,24.440000,99.110000,云南
昌宁,中国,CN101290505,24.720000,99.662000,云南
腾冲,中国,CN101290506,25.244000,98.433000,云南
文山,中国,CN101290601,23.409000,104.073000,云南
西畴,中国,CN101290602,23.270000,104.410000,云南
马关,中国,CN101290603,22.959000,104.267000,云南
麻栗坡,中国,CN101290604,23.186000,104.924000,云南
砚山,中国,CN101290605,23.370000,104.200000,云南
丘北,中国,CN101290606,24.107000,104.073000,云南
广南,中国,CN101290607,23.981000,105.054000,云南
富宁,中国,CN101290608,23.390000,105.380000,云南
玉溪,中国,CN101290701,24.352000,102.541000,云南
澄江,中国,CN101290702,24.400000,102.540000,云南
江川,中国,CN101290703,24.361000,102.747000,云南
通海,中国,CN101290704,24.083000,102.696000,云南
华宁,中国,CN101290705,24.278000,102.979000,云南
新平,中国,CN101290706,24.040000,101.580000,云南
易门,中国,CN101290707,24.702000,102.113000,云南
峨山,中国,CN101290708,24.110000,102.240000,云南
元江,中国,CN101290709,28.948000,112.597000,云南
楚雄,中国,CN101290801,25.033000,101.540000,云南
大姚,中国,CN101290802,25.973000,101.278000,云南
元谋,中国,CN101290803,25.747000,101.858000,云南
耀县,中国,CN101111002,34.560000,108.590000,陕西
宜君,中国,CN101111003,35.359000,109.204000,陕西
耀州,中国,CN101111004,34.913000,108.974000,陕西
杨凌,中国,CN101111101,34.280000,108.070000,陕西
银川,中国,CN101170101,38.468000,106.263000,宁夏
永宁,中国,CN101170102,38.150000,106.150000,宁夏
灵武,中国,CN101170103,37.937000,106.518000,宁夏
贺兰,中国,CN101170104,38.662000,106.418000,宁夏
石嘴山,中国,CN101170201,39.016000,106.372000,宁夏
惠农,中国,CN101170202,39.181000,106.649000,宁夏
平罗,中国,CN101170203,38.925000,106.396000,宁夏
陶乐,中国,CN101170204,38.715000,106.649000,宁夏
吴忠,中国,CN101170301,37.985000,106.196000,宁夏
同心,中国,CN101170302,37.045000,105.986000,宁夏
盐池,中国,CN101170303,37.623000,107.081000,宁夏
青铜峡,中国,CN101170306,37.899000,105.908000,宁夏
固原,中国,CN101170401,36.093000,106.247000,宁夏
西吉,中国,CN101170402,35.580000,105.430000,宁夏
隆德,中国,CN101170403,35.574000,106.038000,宁夏
泾源,中国,CN101170404,35.300000,106.190000,宁夏
彭阳,中国,CN101170406,35.850000,106.630000,宁夏
中卫,中国,CN101170501,37.346000,104.988000,宁夏
中宁,中国,CN101170502,37.480000,105.754000,宁夏
海原,中国,CN101170504,36.585000,105.669000,宁夏
兰州,中国,CN101160101,36.068000,103.751000,甘肃
皋兰,中国,CN101160102,36.456000,103.884000,甘肃
永登,中国,CN101160103,36.606000,103.238000,甘肃
榆中,中国,CN101160104,36.008000,104.198000,甘肃
定西,中国,CN101160201,35.674000,104.614000,甘肃
通渭,中国,CN101160202,35.212000,105.221000,甘肃
陇西,中国,CN101160203,35.123000,104.610000,甘肃
渭源,中国,CN101160204,35.080000,104.120000,甘肃
临洮,中国,CN101160205,35.220000,103.520000,甘肃
漳县,中国,CN101160206,34.510000,104.270000,甘肃
岷县,中国,CN101160207,34.260000,104.010000,甘肃
安定,中国,CN101160208,35.580000,104.620000,甘肃
平凉,中国,CN101160301,35.542000,106.681000,甘肃
泾川,中国,CN101160302,35.348000,107.433000,甘肃
灵台,中国,CN101160303,35.064000,107.434000,甘肃
崇信,中国,CN101160304,35.218000,107.014000,甘肃
华亭,中国,CN101160305,35.206000,106.624000,甘肃
庄浪,中国,CN101160306,35.256000,106.085000,甘肃
静宁,中国,CN101160307,35.384000,105.716000,甘肃
崆峒,中国,CN101160308,35.542000,106.681000,甘肃
庆阳,中国,CN101160401,35.902000,107.747000,甘肃
环县,中国,CN101160403,36.350000,107.180000,甘肃
华池,中国,CN101160404,36.496000,108.014000,甘肃
合水,中国,CN101160405,36.038000,108.282000,甘肃
正宁,中国,CN101160406,35.425000,108.284000,甘肃
宁县,中国,CN101160407,35.250000,108,甘肃
镇原,中国,CN101160408,35.410000,107.110000,甘肃
庆城,中国,CN101160409,35.902000,107.747000,甘肃
武威,中国,CN101160501,37.925000,102.632000,甘肃
民勤,中国,CN101160502,38.768000,103.010000,甘肃
古浪,中国,CN101160503,37.526000,103.279000,甘肃
天祝,中国,CN101160505,36.980000,103.130000,甘肃
金昌,中国,CN101160601,38.467000,102.167000,甘肃
永昌,中国,CN101160602,38.513000,102.049000,甘肃
张掖,中国,CN101160701,38.933000,100.457000,甘肃
肃南,中国,CN101160702,38.500000,99.370000,甘肃
民乐,中国,CN101160703,38.393000,100.853000,甘肃
临泽,中国,CN101160704,39.330000,100.185000,甘肃
高台,中国,CN101160705,39.481000,99.594000,甘肃
山丹,中国,CN101160706,38.486000,101.222000,甘肃
酒泉,中国,CN101160801,39.743000,98.509000,甘肃
金塔,中国,CN101160803,40.364000,99.147000,甘肃
阿克塞,中国,CN101160804,39.409000,94.265000,甘肃
瓜州,中国,CN101160805,40.852000,95.862000,甘肃
肃北,中国,CN101160806,39.310000,94.530000,甘肃
玉门,中国,CN101160807,40.160000,97.020000,甘肃
敦煌,中国,CN101160808,40.650000,94.133000,甘肃
天水,中国,CN101160901,34.576000,105.709000,甘肃
清水,中国,CN101160903,34.753000,106.130000,甘肃
秦安,中国,CN101160904,34.520000,105.400000,甘肃
甘谷,中国,CN101160905,34.787000,105.243000,甘肃
武山,中国,CN101160906,34.683000,104.866000,甘肃
张家川,中国,CN101160907,34.590000,106.120000,甘肃
麦积,中国,CN101160908,34.330000,105.530000,甘肃
武都,中国,CN101161001,33.251000,105.100000,甘肃
成县,中国,CN101161002,33.450000,105.430000,甘肃
文县,中国,CN101161003,32.570000,104.400000,甘肃
宕昌,中国,CN101161004,33.972000,104.415000,甘肃
康县,中国,CN101161005,33.200000,105.360000,甘肃
西和,中国,CN101161006,34.020000,105.180000,甘肃
礼县,中国,CN101161007,34.110000,105.110000,甘肃
徽县,中国,CN101161008,35.559000,113.664000,甘肃
两当,中国,CN101161009,33.878000,106.392000,甘肃
临夏,中国,CN101161101,35.601000,103.206000,甘肃
康乐,中国,CN101161102,35.204000,103.618000,甘肃
永靖,中国,CN101161103,35.985000,103.252000,甘肃
广河,中国,CN101161104,35.455000,103.627000,甘肃
和政,中国,CN101161105,35.328000,103.286000,甘肃
东乡,中国,CN101161106,35.400000,103.240000,甘肃
积石山,中国,CN101161107,35.600000,102.800000,甘肃
合作,中国,CN101161201,35,102.540000,甘肃
临潭,中国,CN101161202,34.795000,103.686000,甘肃
卓尼,中国,CN101161203,34.684000,103.167000,甘肃
舟曲,中国,CN101161204,33.624000,104.310000,甘肃
迭部,中国,CN101161205,33.991000,103.501000,甘肃
玛曲,中国,CN101161206,34,102.050000,甘肃
尚志,中国,CN101050111,45.039000,128.218000,黑龙江
五常,中国,CN101050112,44.540000,127.090000,黑龙江
木兰,中国,CN101050113,46.252000,127.911000,黑龙江
齐齐哈尔,中国,CN101050201,47.343000,123.964000,黑龙江
讷河,中国,CN101050202,48.438000,125.145000,黑龙江
龙江,中国,CN101050203,47.197000,122.992000,黑龙江
